"obs" "trl" "sub" "itm" "tsk" "vgn" "qty" "rt" "bd"
"3672" 3672 88 "s15" "36:45:54" "Numerical" "Vague" "Small" 2647 0
"3673" 3673 89 "s15" "6:15:24" "Verbal" "Vague" "Small" 2029 0
"3674" 3674 90 "s15" "16:25:34" "Numerical" "Vague" "Small" 2379 1
"3675" 3675 91 "s15" "26:35:44" "Numerical" "Vague" "Big" 1946 0
"3676" 3676 92 "s15" "36:45:54" "Verbal" "Vague" "Big" 2059 0
"3677" 3677 93 "s15" "6:15:24" "Numerical" "Crisp" "Big" 3046 0
"3678" 3678 94 "s15" "16:25:34" "Verbal" "Vague" "Small" 3686 0
"3679" 3679 95 "s15" "26:35:44" "Numerical" "Crisp" "Big" 4019 0
"3680" 3680 96 "s15" "36:45:54" "Numerical" "Vague" "Big" 1568 0
"3681" 3681 97 "s15" "6:15:24" "Verbal" "Crisp" "Big" 2215 0
"3682" 3682 98 "s15" "16:25:34" "Numerical" "Vague" "Big" 1829 0
"3683" 3683 99 "s15" "26:35:44" "Verbal" "Crisp" "Small" 2959 0
"3684" 3684 100 "s15" "36:45:54" "Numerical" "Crisp" "Big" 1712 0
"3685" 3685 101 "s15" "6:15:24" "Numerical" "Vague" "Small" 2711 1
"3686" 3686 102 "s15" "16:25:34" "Verbal" "Crisp" "Big" 3122 0
"3687" 3687 103 "s15" "26:35:44" "Numerical" "Crisp" "Big" 4227 0
"3688" 3688 104 "s15" "36:45:54" "Numerical" "Crisp" "Small" 3050 1
"3689" 3689 105 "s15" "6:15:24" "Verbal" "Vague" "Big" 3077 0
"3690" 3690 106 "s15" "16:25:34" "Verbal" "Vague" "Small" 1940 0
"3691" 3691 107 "s15" "26:35:44" "Numerical" "Crisp" "Small" 5577 0
"3692" 3692 108 "s15" "36:45:54" "Verbal" "Crisp" "Small" 1217 0
"3693" 3693 109 "s15" "6:15:24" "Numerical" "Crisp" "Big" 2042 0
"3694" 3694 110 "s15" "16:25:34" "Verbal" "Vague" "Big" 1633 0
"3695" 3695 111 "s15" "26:35:44" "Numerical" "Crisp" "Small" 9577 1
"3696" 3696 112 "s15" "36:45:54" "Verbal" "Crisp" "Big" 2160 0
"3697" 3697 113 "s15" "6:15:24" "Verbal" "Crisp" "Big" 1741 0
"3698" 3698 114 "s15" "16:25:34" "Verbal" "Crisp" "Small" 1977 0
"3699" 3699 115 "s15" "26:35:44" "Numerical" "Vague" "Small" 5460 1
"3700" 3700 116 "s15" "36:45:54" "Verbal" "Vague" "Small" 3882 0
"3701" 3701 117 "s15" "6:15:24" "Numerical" "Crisp" "Small" 2179 0
"3702" 3702 118 "s15" "16:25:34" "Verbal" "Crisp" "Small" 1634 0
"3703" 3703 119 "s15" "26:35:44" "Verbal" "Vague" "Small" 2470 0
"3704" 3704 120 "s15" "36:45:54" "Verbal" "Vague" "Small" 3389 0
"3705" 3705 121 "s15" "6:15:24" "Verbal" "Crisp" "Small" 2031 0
"3706" 3706 122 "s15" "16:25:34" "Numerical" "Crisp" "Big" 1659 0
"3707" 3707 123 "s15" "26:35:44" "Verbal" "Vague" "Big" 3084 0
"3708" 3708 124 "s15" "36:45:54" "Numerical" "Crisp" "Big" 1814 1
"3709" 3709 125 "s15" "6:15:24" "Numerical" "Crisp" "Small" 1802 0
"3710" 3710 126 "s15" "16:25:34" "Numerical" "Crisp" "Small" 4564 0
"3711" 3711 127 "s15" "26:35:44" "Verbal" "Crisp" "Big" 1780 0
"3712" 3712 128 "s15" "36:45:54" "Numerical" "Vague" "Big" 3894 0
"3713" 3713 129 "s15" "6:15:24" "Verbal" "Vague" "Small" 2587 0
"3714" 3714 130 "s15" "16:25:34" "Verbal" "Vague" "Small" 2616 0
"3715" 3715 131 "s15" "26:35:44" "Verbal" "Crisp" "Big" 1760 0
"3716" 3716 132 "s15" "36:45:54" "Numerical" "Vague" "Big" 1907 0
"3717" 3717 133 "s15" "6:15:24" "Verbal" "Vague" "Big" 1757 0
"3718" 3718 134 "s15" "16:25:34" "Verbal" "Crisp" "Small" 2166 0
"3719" 3719 135 "s15" "26:35:44" "Verbal" "Crisp" "Big" 2462 0
"3720" 3720 136 "s15" "36:45:54" "Numerical" "Crisp" "Big" 8579 0
"3721" 3721 137 "s15" "6:15:24" "Verbal" "Crisp" "Big" 1861 0
"3722" 3722 138 "s15" "16:25:34" "Verbal" "Crisp" "Big" 2997 0
"3723" 3723 139 "s15" "26:35:44" "Numerical" "Vague" "Big" 1370 0
"3724" 3724 140 "s15" "36:45:54" "Numerical" "Vague" "Small" 1765 0
"3725" 3725 141 "s15" "6:15:24" "Verbal" "Crisp" "Big" 1728 0
"3726" 3726 142 "s15" "16:25:34" "Numerical" "Vague" "Small" 3028 1
"3727" 3727 143 "s15" "26:35:44" "Numerical" "Crisp" "Small" 5835 0
"3728" 3728 144 "s15" "36:45:54" "Verbal" "Crisp" "Small" 1500 0
"3729" 3729 145 "s15" "6:15:24" "Numerical" "Vague" "Big" 6340 1
"3730" 3730 146 "s15" "16:25:34" "Numerical" "Vague" "Small" 3096 1
"3731" 3731 147 "s15" "26:35:44" "Numerical" "Crisp" "Big" 1577 0
"3732" 3732 148 "s15" "36:45:54" "Numerical" "Crisp" "Small" 1989 0
"3733" 3733 149 "s15" "6:15:24" "Numerical" "Crisp" "Big" 1839 0
"3734" 3734 150 "s15" "16:25:34" "Numerical" "Vague" "Big" 2955 0
"3735" 3735 151 "s15" "26:35:44" "Verbal" "Vague" "Big" 2317 0
"3736" 3736 152 "s15" "36:45:54" "Numerical" "Vague" "Big" 1872 0
"3737" 3737 153 "s15" "6:15:24" "Numerical" "Crisp" "Small" 1842 0
"3738" 3738 154 "s15" "16:25:34" "Numerical" "Crisp" "Small" 1615 0
"3739" 3739 155 "s15" "26:35:44" "Numerical" "Vague" "Small" 8113 0
"3740" 3740 156 "s15" "36:45:54" "Numerical" "Crisp" "Big" 2034 1
"3741" 3741 157 "s15" "6:15:24" "Verbal" "Crisp" "Small" 1527 0
"3742" 3742 158 "s15" "16:25:34" "Numerical" "Vague" "Big" 1647 0
"3743" 3743 159 "s15" "26:35:44" "Verbal" "Vague" "Small" 2505 0
"3744" 3744 160 "s15" "36:45:54" "Verbal" "Vague" "Small" 2609 0
"3745" 3745 161 "s15" "6:15:24" "Numerical" "Vague" "Small" 5088 1
"3746" 3746 162 "s15" "16:25:34" "Verbal" "Vague" "Big" 1214 0
"3747" 3747 163 "s15" "26:35:44" "Numerical" "Vague" "Big" 1698 0
"3748" 3748 164 "s15" "36:45:54" "Verbal" "Crisp" "Big" 1074 0
"3749" 3749 165 "s15" "6:15:24" "Numerical" "Crisp" "Small" 1386 0
"3750" 3750 166 "s15" "16:25:34" "Verbal" "Crisp" "Big" 1309 0
"3751" 3751 167 "s15" "26:35:44" "Verbal" "Vague" "Big" 2749 0
"3752" 3752 168 "s15" "36:45:54" "Numerical" "Vague" "Small" 1029 0
"3753" 3753 169 "s15" "6:15:24" "Numerical" "Vague" "Big" 9878 1
"3754" 3754 170 "s15" "16:25:34" "Verbal" "Vague" "Small" 1685 0
"3755" 3755 171 "s15" "26:35:44" "Verbal" "Vague" "Small" 2734 0
"3756" 3756 172 "s15" "36:45:54" "Numerical" "Crisp" "Small" 2487 1
"3757" 3757 173 "s15" "6:15:24" "Verbal" "Vague" "Small" 3818 0
"3758" 3758 174 "s15" "16:25:34" "Numerical" "Crisp" "Small" 1489 1
"3759" 3759 175 "s15" "26:35:44" "Numerical" "Crisp" "Big" 929 0
"3760" 3760 176 "s15" "36:45:54" "Verbal" "Vague" "Small" 2226 0
"3761" 3761 177 "s15" "6:15:24" "Verbal" "Vague" "Big" 1455 0
"3762" 3762 178 "s15" "16:25:34" "Numerical" "Crisp" "Big" 9527 0
"3763" 3763 179 "s15" "26:35:44" "Verbal" "Crisp" "Small" 1315 0
"3764" 3764 180 "s15" "36:45:54" "Verbal" "Vague" "Big" 1248 0
"3765" 3765 181 "s15" "6:15:24" "Numerical" "Vague" "Small" 2386 1
"3766" 3766 182 "s15" "16:25:34" "Verbal" "Crisp" "Small" 2924 0
"3767" 3767 183 "s15" "26:35:44" "Numerical" "Vague" "Small" 3647 1
"3768" 3768 184 "s15" "36:45:54" "Verbal" "Vague" "Big" 1347 0
"3769" 3769 185 "s15" "6:15:24" "Verbal" "Crisp" "Small" 2073 0
"3770" 3770 186 "s15" "16:25:34" "Numerical" "Crisp" "Big" 1652 0
"3771" 3771 187 "s15" "26:35:44" "Numerical" "Crisp" "Small" 2134 1
"3772" 3772 188 "s15" "36:45:54" "Verbal" "Crisp" "Small" 2318 0
"3773" 3773 189 "s15" "6:15:24" "Numerical" "Crisp" "Big" 2337 0
"3774" 3774 190 "s15" "16:25:34" "Verbal" "Vague" "Big" 1618 0
"3775" 3775 191 "s15" "26:35:44" "Verbal" "Crisp" "Small" 2213 0
"3776" 3776 192 "s15" "36:45:54" "Verbal" "Crisp" "Big" 2256 0
"3777" 3777 193 "s15" "6:15:24" "Numerical" "Vague" "Small" 1342 1
"3778" 3778 194 "s15" "16:25:34" "Verbal" "Crisp" "Big" 1651 0
"3779" 3779 195 "s15" "26:35:44" "Numerical" "Crisp" "Small" 3356 1
"3780" 3780 196 "s15" "36:45:54" "Numerical" "Vague" "Big" 1016 0
"3781" 3781 197 "s15" "6:15:24" "Numerical" "Vague" "Big" 6616 0
"3782" 3782 198 "s15" "16:25:34" "Verbal" "Crisp" "Small" 1957 0
"3783" 3783 199 "s15" "26:35:44" "Verbal" "Vague" "Big" 989 0
"3784" 3784 200 "s15" "36:45:54" "Numerical" "Crisp" "Small" 3032 1
"3785" 3785 201 "s15" "6:15:24" "Numerical" "Crisp" "Big" 1608 0
"3786" 3786 202 "s15" "16:25:34" "Numerical" "Vague" "Big" 1991 0
"3787" 3787 203 "s15" "26:35:44" "Numerical" "Crisp" "Big" 3036 0
"3788" 3788 204 "s15" "36:45:54" "Numerical" "Crisp" "Big" 1433 0
"3789" 3789 205 "s15" "6:15:24" "Verbal" "Vague" "Small" 1281 0
"3790" 3790 206 "s15" "16:25:34" "Numerical" "Crisp" "Big" 5360 0
"3791" 3791 207 "s15" "26:35:44" "Numerical" "Vague" "Small" 3473 1
"3792" 3792 208 "s15" "36:45:54" "Verbal" "Vague" "Big" 2350 0
"3793" 3793 209 "s15" "6:15:24" "Numerical" "Crisp" "Small" 1878 0
"3794" 3794 210 "s15" "16:25:34" "Verbal" "Vague" "Big" 1723 0
"3795" 3795 211 "s15" "26:35:44" "Verbal" "Crisp" "Big" 1448 0
"3796" 3796 212 "s15" "36:45:54" "Numerical" "Crisp" "Big" 1312 0
"3797" 3797 213 "s15" "6:15:24" "Numerical" "Crisp" "Big" 1724 0
"3798" 3798 214 "s15" "16:25:34" "Numerical" "Crisp" "Small" 7790 0
"3799" 3799 215 "s15" "26:35:44" "Numerical" "Vague" "Big" 1610 0
"3800" 3800 216 "s15" "36:45:54" "Verbal" "Vague" "Small" 3347 0
"3801" 3801 217 "s15" "6:15:24" "Verbal" "Crisp" "Big" 1852 0
"3802" 3802 218 "s15" "16:25:34" "Verbal" "Vague" "Big" 1854 0
"3803" 3803 219 "s15" "26:35:44" "Numerical" "Crisp" "Big" 13430 0
"3804" 3804 220 "s15" "36:45:54" "Verbal" "Vague" "Small" 5099 1
"3805" 3805 221 "s15" "6:15:24" "Verbal" "Crisp" "Big" 1974 0
"3806" 3806 222 "s15" "16:25:34" "Verbal" "Vague" "Small" 3613 0
"3807" 3807 223 "s15" "26:35:44" "Verbal" "Crisp" "Small" 1559 0
"3808" 3808 224 "s15" "36:45:54" "Verbal" "Vague" "Big" 5359 0
"3809" 3809 225 "s15" "6:15:24" "Numerical" "Vague" "Big" 1328 0
"3810" 3810 226 "s15" "16:25:34" "Numerical" "Crisp" "Small" 1662 1
"3811" 3811 227 "s15" "26:35:44" "Verbal" "Crisp" "Small" 2439 0
"3812" 3812 228 "s15" "36:45:54" "Verbal" "Crisp" "Big" 4275 0
"3813" 3813 229 "s15" "6:15:24" "Verbal" "Crisp" "Small" 1298 0
"3814" 3814 230 "s15" "16:25:34" "Numerical" "Vague" "Small" 6209 0
"3815" 3815 231 "s15" "26:35:44" "Numerical" "Vague" "Small" 8420 0
"3816" 3816 232 "s15" "36:45:54" "Verbal" "Crisp" "Small" 1600 0
"3817" 3817 233 "s15" "6:15:24" "Verbal" "Vague" "Big" 3221 0
"3818" 3818 234 "s15" "16:25:34" "Verbal" "Crisp" "Small" 3468 0
"3819" 3819 235 "s15" "26:35:44" "Verbal" "Crisp" "Big" 1866 0
"3820" 3820 236 "s15" "36:45:54" "Numerical" "Crisp" "Small" 10321 0
"3821" 3821 237 "s15" "6:15:24" "Verbal" "Vague" "Big" 1382 0
"3822" 3822 238 "s15" "16:25:34" "Verbal" "Crisp" "Big" 1427 0
"3823" 3823 239 "s15" "26:35:44" "Numerical" "Vague" "Big" 4933 0
"3824" 3824 240 "s15" "36:45:54" "Numerical" "Vague" "Small" 6571 1
"3825" 3825 241 "s15" "6:15:24" "Verbal" "Crisp" "Small" 1577 0
"3826" 3826 242 "s15" "16:25:34" "Verbal" "Vague" "Small" 1936 1
"3827" 3827 243 "s15" "26:35:44" "Verbal" "Vague" "Small" 3888 0
"3828" 3828 244 "s15" "36:45:54" "Numerical" "Vague" "Small" 2643 0
"3829" 3829 245 "s15" "6:15:24" "Verbal" "Vague" "Small" 5490 1
"3830" 3830 246 "s15" "16:25:34" "Numerical" "Crisp" "Big" 1411 0
"3831" 3831 247 "s15" "26:35:44" "Verbal" "Vague" "Small" 5009 0
"3832" 3832 248 "s15" "36:45:54" "Numerical" "Vague" "Big" 6053 0
"3833" 3833 249 "s15" "6:15:24" "Numerical" "Crisp" "Small" 1331 0
"3834" 3834 250 "s15" "16:25:34" "Numerical" "Vague" "Small" 7579 0
"3835" 3835 251 "s15" "26:35:44" "Numerical" "Crisp" "Small" 2546 0
"3836" 3836 252 "s15" "36:45:54" "Verbal" "Crisp" "Big" 1759 0
"3837" 3837 253 "s15" "6:15:24" "Numerical" "Vague" "Small" 2804 1
"3838" 3838 254 "s15" "16:25:34" "Numerical" "Vague" "Big" 1365 0
"3839" 3839 255 "s15" "26:35:44" "Verbal" "Vague" "Big" 2861 0
"3840" 3840 256 "s15" "36:45:54" "Verbal" "Crisp" "Small" 1905 0
"3841" 3841 1 "s16" "6:15:24" "Verbal" "Vague" "Big" 1520 0
"3842" 3842 2 "s16" "16:25:34" "Numerical" "Vague" "Small" 1710 0
"3843" 3843 3 "s16" "26:35:44" "Verbal" "Vague" "Small" 1551 0
"3844" 3844 4 "s16" "36:45:54" "Numerical" "Vague" "Small" 1897 0
"3845" 3845 5 "s16" "6:15:24" "Verbal" "Vague" "Small" 1316 0
"3846" 3846 6 "s16" "16:25:34" "Numerical" "Vague" "Big" 1654 1
"3847" 3847 7 "s16" "26:35:44" "Numerical" "Vague" "Big" 2444 0
"3848" 3848 8 "s16" "36:45:54" "Verbal" "Vague" "Big" 2257 0
"3849" 3849 9 "s16" "6:15:24" "Verbal" "Vague" "Small" 1458 0
"3850" 3850 10 "s16" "16:25:34" "Verbal" "Vague" "Small" 2898 0
"3851" 3851 11 "s16" "26:35:44" "Numerical" "Crisp" "Small" 1850 0
"3852" 3852 12 "s16" "36:45:54" "Verbal" "Crisp" "Big" 3338 0
"3853" 3853 13 "s16" "6:15:24" "Numerical" "Crisp" "Small" 2477 0
"3854" 3854 14 "s16" "16:25:34" "Numerical" "Crisp" "Small" 1545 0
"3855" 3855 15 "s16" "26:35:44" "Numerical" "Crisp" "Small" 1797 0
"3856" 3856 16 "s16" "36:45:54" "Verbal" "Crisp" "Small" 2040 0
"3857" 3857 17 "s16" "6:15:24" "Verbal" "Vague" "Big" 1445 0
"3858" 3858 18 "s16" "16:25:34" "Numerical" "Vague" "Big" 2705 0
"3859" 3859 19 "s16" "26:35:44" "Numerical" "Vague" "Big" 3906 1
"3860" 3860 20 "s16" "36:45:54" "Verbal" "Crisp" "Small" 1956 0
"3861" 3861 21 "s16" "6:15:24" "Numerical" "Vague" "Big" 2200 0
"3862" 3862 22 "s16" "16:25:34" "Numerical" "Crisp" "Big" 2038 0
"3863" 3863 23 "s16" "26:35:44" "Verbal" "Crisp" "Small" 2191 0
"3864" 3864 24 "s16" "36:45:54" "Numerical" "Crisp" "Small" 2472 0
"3865" 3865 25 "s16" "6:15:24" "Numerical" "Vague" "Small" 2406 1
"3866" 3866 26 "s16" "16:25:34" "Numerical" "Crisp" "Small" 2409 1
"3867" 3867 27 "s16" "26:35:44" "Verbal" "Vague" "Small" 1781 0
"3868" 3868 28 "s16" "36:45:54" "Verbal" "Crisp" "Big" 2303 0
"3869" 3869 29 "s16" "6:15:24" "Verbal" "Crisp" "Small" 1374 0
"3870" 3870 30 "s16" "16:25:34" "Verbal" "Vague" "Big" 1844 0
"3871" 3871 31 "s16" "26:35:44" "Verbal" "Vague" "Big" 1896 0
"3872" 3872 32 "s16" "36:45:54" "Numerical" "Crisp" "Big" 2619 1
"3873" 3873 33 "s16" "6:15:24" "Numerical" "Crisp" "Big" 1949 0
"3874" 3874 34 "s16" "16:25:34" "Numerical" "Crisp" "Big" 2402 0
"3875" 3875 35 "s16" "26:35:44" "Numerical" "Crisp" "Big" 2137 0
"3876" 3876 36 "s16" "36:45:54" "Verbal" "Vague" "Small" 1912 0
"3877" 3877 37 "s16" "6:15:24" "Numerical" "Crisp" "Big" 2858 0
"3878" 3878 38 "s16" "16:25:34" "Verbal" "Vague" "Small" 1441 0
"3879" 3879 39 "s16" "26:35:44" "Numerical" "Vague" "Small" 3210 1
"3880" 3880 40 "s16" "36:45:54" "Verbal" "Vague" "Small" 2337 0
"3881" 3881 41 "s16" "6:15:24" "Verbal" "Crisp" "Big" 1171 0
"3882" 3882 42 "s16" "16:25:34" "Verbal" "Vague" "Big" 1835 0
"3883" 3883 43 "s16" "26:35:44" "Numerical" "Crisp" "Big" 1865 1
"3884" 3884 44 "s16" "36:45:54" "Verbal" "Vague" "Big" 1368 0
"3885" 3885 45 "s16" "6:15:24" "Verbal" "Crisp" "Small" 2013 0
"3886" 3886 46 "s16" "16:25:34" "Verbal" "Crisp" "Big" 1496 0
"3887" 3887 47 "s16" "26:35:44" "Verbal" "Crisp" "Big" 1331 0
"3888" 3888 48 "s16" "36:45:54" "Numerical" "Crisp" "Small" 2373 0
"3889" 3889 49 "s16" "6:15:24" "Numerical" "Vague" "Big" 2401 0
"3890" 3890 50 "s16" "16:25:34" "Verbal" "Crisp" "Big" 1804 0
"3891" 3891 51 "s16" "26:35:44" "Verbal" "Vague" "Big" 2643 0
"3892" 3892 52 "s16" "36:45:54" "Numerical" "Vague" "Small" 3157 0
"3893" 3893 53 "s16" "6:15:24" "Verbal" "Crisp" "Big" 1963 0
"3894" 3894 54 "s16" "16:25:34" "Numerical" "Vague" "Small" 2272 0
"3895" 3895 55 "s16" "26:35:44" "Numerical" "Vague" "Small" 3680 1
"3896" 3896 56 "s16" "36:45:54" "Numerical" "Vague" "Big" 1342 0
"3897" 3897 57 "s16" "6:15:24" "Numerical" "Crisp" "Small" 1408 0
"3898" 3898 58 "s16" "16:25:34" "Verbal" "Crisp" "Small" 1328 0
"3899" 3899 59 "s16" "26:35:44" "Verbal" "Crisp" "Small" 2628 0
"3900" 3900 60 "s16" "36:45:54" "Numerical" "Vague" "Big" 1375 0
"3901" 3901 61 "s16" "6:15:24" "Numerical" "Vague" "Small" 2254 1
"3902" 3902 62 "s16" "16:25:34" "Verbal" "Crisp" "Small" 1904 0
"3903" 3903 63 "s16" "26:35:44" "Verbal" "Crisp" "Big" 1272 0
"3904" 3904 64 "s16" "36:45:54" "Numerical" "Crisp" "Big" 1547 0
"3905" 3905 65 "s16" "6:15:24" "Verbal" "Crisp" "Small" 1575 0
"3906" 3906 66 "s16" "16:25:34" "Verbal" "Crisp" "Small" 1078 0
"3907" 3907 67 "s16" "26:35:44" "Verbal" "Crisp" "Small" 1957 0
"3908" 3908 68 "s16" "36:45:54" "Numerical" "Vague" "Big" 1725 0
"3909" 3909 69 "s16" "6:15:24" "Verbal" "Vague" "Big" 1568 0
"3910" 3910 70 "s16" "16:25:34" "Numerical" "Vague" "Small" 1743 1
"3911" 3911 71 "s16" "26:35:44" "Numerical" "Crisp" "Small" 1064 1
"3912" 3912 72 "s16" "36:45:54" "Verbal" "Crisp" "Small" 2100 0
"3913" 3913 73 "s16" "6:15:24" "Numerical" "Crisp" "Big" 2185 0
"3914" 3914 74 "s16" "16:25:34" "Numerical" "Crisp" "Big" 1553 0
"3915" 3915 75 "s16" "26:35:44" "Verbal" "Crisp" "Big" 1824 0
"3916" 3916 76 "s16" "36:45:54" "Numerical" "Crisp" "Big" 1665 0
"3917" 3917 77 "s16" "6:15:24" "Verbal" "Crisp" "Big" 1662 0
"3918" 3918 78 "s16" "16:25:34" "Numerical" "Crisp" "Small" 1700 1
"3919" 3919 79 "s16" "26:35:44" "Verbal" "Crisp" "Small" 2017 0
"3920" 3920 80 "s16" "36:45:54" "Numerical" "Vague" "Big" 2779 0
"3921" 3921 81 "s16" "6:15:24" "Numerical" "Crisp" "Small" 1225 0
"3922" 3922 82 "s16" "16:25:34" "Numerical" "Crisp" "Small" 1560 1
"3923" 3923 83 "s16" "26:35:44" "Numerical" "Vague" "Small" 1619 0
"3924" 3924 84 "s16" "36:45:54" "Verbal" "Vague" "Small" 2175 0
"3925" 3925 85 "s16" "6:15:24" "Verbal" "Crisp" "Big" 1195 0
"3926" 3926 86 "s16" "16:25:34" "Verbal" "Crisp" "Big" 1695 0
"3927" 3927 87 "s16" "26:35:44" "Verbal" "Crisp" "Big" 3105 0
"3928" 3928 88 "s16" "36:45:54" "Verbal" "Vague" "Small" 1259 0
"3929" 3929 89 "s16" "6:15:24" "Numerical" "Vague" "Big" 1544 0
"3930" 3930 90 "s16" "16:25:34" "Verbal" "Crisp" "Small" 1135 0
"3931" 3931 91 "s16" "26:35:44" "Verbal" "Vague" "Small" 1673 0
"3932" 3932 92 "s16" "36:45:54" "Verbal" "Crisp" "Big" 922 0
"3933" 3933 93 "s16" "6:15:24" "Verbal" "Vague" "Big" 1564 0
"3934" 3934 94 "s16" "16:25:34" "Numerical" "Vague" "Small" 1449 1
"3935" 3935 95 "s16" "26:35:44" "Verbal" "Vague" "Big" 1597 0
"3936" 3936 96 "s16" "36:45:54" "Numerical" "Crisp" "Small" 2251 1
"3937" 3937 97 "s16" "6:15:24" "Numerical" "Vague" "Small" 2990 1
"3938" 3938 98 "s16" "16:25:34" "Numerical" "Vague" "Big" 2058 0
"3939" 3939 99 "s16" "26:35:44" "Numerical" "Crisp" "Big" 1623 0
"3940" 3940 100 "s16" "36:45:54" "Numerical" "Vague" "Small" 3469 0
"3941" 3941 101 "s16" "6:15:24" "Numerical" "Crisp" "Big" 1653 0
"3942" 3942 102 "s16" "16:25:34" "Verbal" "Vague" "Big" 1234 0
"3943" 3943 103 "s16" "26:35:44" "Numerical" "Crisp" "Big" 2933 1
"3944" 3944 104 "s16" "36:45:54" "Verbal" "Vague" "Big" 2091 0
"3945" 3945 105 "s16" "6:15:24" "Verbal" "Crisp" "Small" 1778 0
"3946" 3946 106 "s16" "16:25:34" "Verbal" "Vague" "Small" 1859 0
"3947" 3947 107 "s16" "26:35:44" "Numerical" "Vague" "Big" 1758 0
"3948" 3948 108 "s16" "36:45:54" "Numerical" "Vague" "Small" 2098 0
"3949" 3949 109 "s16" "6:15:24" "Numerical" "Crisp" "Small" 1223 0
"3950" 3950 110 "s16" "16:25:34" "Verbal" "Vague" "Big" 1596 0
"3951" 3951 111 "s16" "26:35:44" "Verbal" "Vague" "Small" 1470 0
"3952" 3952 112 "s16" "36:45:54" "Verbal" "Vague" "Big" 1188 0
"3953" 3953 113 "s16" "6:15:24" "Verbal" "Vague" "Small" 1043 0
"3954" 3954 114 "s16" "16:25:34" "Numerical" "Vague" "Big" 1627 0
"3955" 3955 115 "s16" "26:35:44" "Numerical" "Vague" "Small" 1857 0
"3956" 3956 116 "s16" "36:45:54" "Numerical" "Crisp" "Small" 1171 0
"3957" 3957 117 "s16" "6:15:24" "Numerical" "Vague" "Big" 1587 0
"3958" 3958 118 "s16" "16:25:34" "Verbal" "Crisp" "Big" 1237 0
"3959" 3959 119 "s16" "26:35:44" "Numerical" "Vague" "Big" 1092 0
"3960" 3960 120 "s16" "36:45:54" "Numerical" "Crisp" "Big" 1288 0
"3961" 3961 121 "s16" "6:15:24" "Verbal" "Vague" "Small" 1821 0
"3962" 3962 122 "s16" "16:25:34" "Verbal" "Vague" "Small" 1533 0
"3963" 3963 123 "s16" "26:35:44" "Numerical" "Crisp" "Small" 2305 1
"3964" 3964 124 "s16" "36:45:54" "Verbal" "Crisp" "Big" 1866 0
"3965" 3965 125 "s16" "6:15:24" "Numerical" "Vague" "Small" 1645 1
"3966" 3966 126 "s16" "16:25:34" "Numerical" "Crisp" "Big" 1499 0
"3967" 3967 127 "s16" "26:35:44" "Verbal" "Vague" "Big" 1359 0
"3968" 3968 128 "s16" "36:45:54" "Verbal" "Crisp" "Small" 1906 0
"3969" 3969 129 "s16" "6:15:24" "Numerical" "Crisp" "Small" 1190 0
"3970" 3970 130 "s16" "16:25:34" "Numerical" "Vague" "Small" 1973 1
"3971" 3971 131 "s16" "26:35:44" "Numerical" "Crisp" "Small" 1518 0
"3972" 3972 132 "s16" "36:45:54" "Numerical" "Vague" "Big" 2038 0
"3973" 3973 133 "s16" "6:15:24" "Numerical" "Vague" "Big" 2787 0
"3974" 3974 134 "s16" "16:25:34" "Verbal" "Vague" "Small" 4191 0
"3975" 3975 135 "s16" "26:35:44" "Numerical" "Vague" "Small" 2759 1
"3976" 3976 136 "s16" "36:45:54" "Verbal" "Vague" "Small" 1523 0
"3977" 3977 137 "s16" "6:15:24" "Numerical" "Crisp" "Small" 1081 0
"3978" 3978 138 "s16" "16:25:34" "Verbal" "Crisp" "Big" 1996 0
"3979" 3979 139 "s16" "26:35:44" "Numerical" "Crisp" "Big" 2655 0
"3980" 3980 140 "s16" "36:45:54" "Verbal" "Crisp" "Small" 2353 0
"3981" 3981 141 "s16" "6:15:24" "Numerical" "Vague" "Big" 1797 1
"3982" 3982 142 "s16" "16:25:34" "Numerical" "Crisp" "Small" 1574 0
"3983" 3983 143 "s16" "26:35:44" "Verbal" "Vague" "Small" 1561 0
"3984" 3984 144 "s16" "36:45:54" "Numerical" "Vague" "Small" 1959 0
"3985" 3985 145 "s16" "6:15:24" "Verbal" "Crisp" "Small" 1497 0
"3986" 3986 146 "s16" "16:25:34" "Verbal" "Vague" "Big" 1397 0
"3987" 3987 147 "s16" "26:35:44" "Verbal" "Crisp" "Big" 1205 0
"3988" 3988 148 "s16" "36:45:54" "Numerical" "Crisp" "Small" 3353 0
"3989" 3989 149 "s16" "6:15:24" "Verbal" "Vague" "Big" 1518 0
"3990" 3990 150 "s16" "16:25:34" "Numerical" "Vague" "Small" 1300 1
"3991" 3991 151 "s16" "26:35:44" "Verbal" "Vague" "Small" 1822 0
"3992" 3992 152 "s16" "36:45:54" "Verbal" "Crisp" "Big" 1664 0
"3993" 3993 153 "s16" "6:15:24" "Verbal" "Vague" "Small" 1384 0
"3994" 3994 154 "s16" "16:25:34" "Verbal" "Vague" "Small" 2729 0
"3995" 3995 155 "s16" "26:35:44" "Verbal" "Crisp" "Big" 1119 0
"3996" 3996 156 "s16" "36:45:54" "Numerical" "Crisp" "Small" 1852 0
"3997" 3997 157 "s16" "6:15:24" "Verbal" "Crisp" "Small" 1139 0
"3998" 3998 158 "s16" "16:25:34" "Verbal" "Vague" "Big" 1624 0
"3999" 3999 159 "s16" "26:35:44" "Verbal" "Crisp" "Small" 1497 0
