Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	Instruction_RT	RESPONSE	RT
1	2	1	1	6	15	24	'Choose a square with 6 dots'	30	812	LEFT	502
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	30	1108	LEFT	803
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	30	1133	LEFT	589
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	30	727	LEFT	859
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	30	1651	LEFT	991
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	30	1978	RIGHT	1121
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	30	1297	RIGHT	681
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	30	3249	LEFT	617
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	30	1042	RIGHT	691
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	30	1003	LEFT	892
3	2	2	1	44	35	26	'Choose a square with 26 dots'	30	701	MIDDLE	801
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	30	684	LEFT	586
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	30	773	RIGHT	673
2	2	1	2	16	25	34	'Choose a square with 34 dots'	30	825	RIGHT	858
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	30	738	MIDDLE	1334
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	30	815	RIGHT	1160
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	30	820	LEFT	597
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	30	2400	RIGHT	583
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	30	2250	MIDDLE	968
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	30	1012	RIGHT	543
1	2	1	1	6	15	24	'Choose a square with 6 dots'	30	1674	LEFT	405
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	30	782	LEFT	569
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	30	918	RIGHT	626
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	30	676	LEFT	474
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	30	600	LEFT	1138
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	30	681	MIDDLE	639
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	30	624	RIGHT	728
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	30	637	RIGHT	766
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	30	589	RIGHT	597
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	30	695	LEFT	508
3	2	1	2	26	35	44	'Choose a square with 44 dots'	30	649	MIDDLE	448
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	30	616	LEFT	857
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	30	530	RIGHT	686
2	2	2	1	34	25	16	'Choose a square with 16 dots'	30	781	RIGHT	824
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	30	851	RIGHT	674
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	30	610	RIGHT	1019
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	30	847	LEFT	942
2	2	2	2	34	25	16	'Choose a square with 34 dots'	30	748	LEFT	839
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	30	665	LEFT	928
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	30	3998	RIGHT	507
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	30	681	LEFT	471
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	30	575	MIDDLE	1073
3	2	2	1	44	35	26	'Choose a square with 26 dots'	30	1161	RIGHT	782
4	2	1	1	36	45	54	'Choose a square with 36 dots'	30	3498	LEFT	769
1	2	2	2	24	15	6	'Choose a square with 24 dots'	30	742	LEFT	746
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	30	1815	LEFT	524
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	30	1017	MIDDLE	770
4	2	2	1	54	45	36	'Choose a square with 36 dots'	30	606	MIDDLE	688
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	30	759	RIGHT	619
2	2	1	2	16	25	34	'Choose a square with 34 dots'	30	579	RIGHT	638
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	30	991	LEFT	427
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	30	995	RIGHT	589
1	2	1	2	6	15	24	'Choose a square with 24 dots'	30	647	RIGHT	591
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	30	618	MIDDLE	794
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	30	572	MIDDLE	1143
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	30	822	LEFT	1142
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	30	557	RIGHT	784
2	2	1	1	16	25	34	'Choose a square with 16 dots'	30	820	MIDDLE	565
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	30	856	LEFT	544
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	30	1580	LEFT	818
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	30	972	LEFT	489
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	30	1222	LEFT	425
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	30	4841	LEFT	784
4	2	1	2	36	45	54	'Choose a square with 54 dots'	30	684	RIGHT	530
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	30	5205	RIGHT	391
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	30	1618	LEFT	606
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	30	864	RIGHT	424
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	30	1665	LEFT	651
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	30	588	RIGHT	414
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	30	2664	RIGHT	365
3	2	2	2	44	35	26	'Choose a square with 44 dots'	30	896	MIDDLE	447
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	30	766	RIGHT	378
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	30	988	LEFT	311
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	30	724	RIGHT	681
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	30	761	LEFT	476
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	30	570	LEFT	1037
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	30	672	LEFT	671
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	30	2438	LEFT	798
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	30	2120	MIDDLE	946
4	2	2	2	54	45	36	'Choose a square with 54 dots'	30	679	LEFT	589
1	2	2	1	24	15	6	'Choose a square with 6 dots'	30	664	RIGHT	399
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	30	1505	RIGHT	593
3	2	1	1	26	35	44	'Choose a square with 26 dots'	30	987	MIDDLE	559
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	30	1162	LEFT	1159
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	30	4394	RIGHT	521
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	30	879	RIGHT	454
3	2	2	2	44	35	26	'Choose a square with 44 dots'	30	638	MIDDLE	477
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	30	668	LEFT	411
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	30	772	RIGHT	655
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	30	3463	RIGHT	680
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	30	527	RIGHT	835
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	30	741	LEFT	457
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	30	1090	RIGHT	376
2	2	1	2	16	25	34	'Choose a square with 34 dots'	30	1722	RIGHT	587
3	2	1	2	26	35	44	'Choose a square with 44 dots'	30	1654	RIGHT	400
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	30	835	LEFT	594
1	2	1	2	6	15	24	'Choose a square with 24 dots'	30	1085	RIGHT	476
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	30	2529	LEFT	406
3	2	2	1	44	35	26	'Choose a square with 26 dots'	30	2969	MIDDLE	1274
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	30	1140	LEFT	746
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	30	662	LEFT	374
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	30	1776	LEFT	583
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	30	858	LEFT	626
4	2	2	2	54	45	36	'Choose a square with 54 dots'	30	594	RIGHT	917
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	30	755	LEFT	870
2	2	1	1	16	25	34	'Choose a square with 16 dots'	30	799	LEFT	649
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	30	1297	RIGHT	1034
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	30	941	RIGHT	689
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	30	768	RIGHT	619
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	30	717	RIGHT	843
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	30	947	RIGHT	937
4	2	1	2	36	45	54	'Choose a square with 54 dots'	30	526	MIDDLE	699
1	2	1	1	6	15	24	'Choose a square with 6 dots'	30	561	LEFT	381
2	2	2	2	34	25	16	'Choose a square with 34 dots'	30	2255	LEFT	804
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	30	583	LEFT	554
4	2	1	1	36	45	54	'Choose a square with 36 dots'	30	607	LEFT	1087
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	30	671	MIDDLE	935
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	30	877	LEFT	492
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	30	930	RIGHT	607
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	30	801	LEFT	788
1	2	2	1	24	15	6	'Choose a square with 6 dots'	30	679	RIGHT	358
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	30	2864	LEFT	663
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	30	742	LEFT	403
4	2	2	1	54	45	36	'Choose a square with 36 dots'	30	725	MIDDLE	937
1	2	2	2	24	15	6	'Choose a square with 24 dots'	30	551	LEFT	658
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	30	3522	LEFT	705
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	30	1951	LEFT	543
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	30	1819	RIGHT	1009
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	30	931	LEFT	369
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	30	739	RIGHT	840
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	30	721	LEFT	710
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	30	852	RIGHT	700
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	30	867	MIDDLE	1347
2	2	2	1	34	25	16	'Choose a square with 16 dots'	30	634	RIGHT	1019
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	30	926	MIDDLE	995
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	30	703	LEFT	621
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	30	794	LEFT	602
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	30	771	MIDDLE	622
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	30	3976	RIGHT	534
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	30	795	MIDDLE	983
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	30	875	LEFT	961
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	30	1550	RIGHT	589
3	2	1	1	26	35	44	'Choose a square with 26 dots'	30	551	MIDDLE	539
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	30	920	RIGHT	541
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	30	673	MIDDLE	880
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	30	745	RIGHT	493
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	30	763	MIDDLE	526
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	30	658	RIGHT	418
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	31	3060	LEFT	724
2	2	2	1	34	25	16	'Choose a square with 16 dots'	31	1336	RIGHT	944
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	31	1094	LEFT	910
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	31	1244	MIDDLE	1871
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	31	1307	LEFT	491
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	31	1144	RIGHT	830
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	31	1119	LEFT	934
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	31	1230	MIDDLE	913
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	31	2033	RIGHT	982
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	31	1339	RIGHT	1178
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	31	1344	RIGHT	1102
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	31	1527	LEFT	838
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	31	1663	LEFT	723
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	31	1592	RIGHT	918
3	2	1	1	26	35	44	'Choose a square with 26 dots'	31	1981	MIDDLE	1523
4	2	2	1	54	45	36	'Choose a square with 36 dots'	31	1083	RIGHT	1315
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	31	1152	RIGHT	776
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	31	1291	RIGHT	728
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	31	2146	LEFT	692
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	31	1033	RIGHT	1490
1	2	1	1	6	15	24	'Choose a square with 6 dots'	31	1260	LEFT	798
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	31	1176	MIDDLE	1669
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	31	1440	RIGHT	2483
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	31	1143	RIGHT	1829
1	2	1	2	6	15	24	'Choose a square with 24 dots'	31	1028	RIGHT	1344
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	31	1700	RIGHT	1580
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	31	964	MIDDLE	1857
4	2	1	1	36	45	54	'Choose a square with 36 dots'	31	1139	LEFT	1049
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	31	1756	RIGHT	1123
2	2	2	2	34	25	16	'Choose a square with 34 dots'	31	993	MIDDLE	1500
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	31	1071	LEFT	1071
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	31	1265	LEFT	1369
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	31	951	MIDDLE	1212
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	31	1304	LEFT	736
3	2	2	1	44	35	26	'Choose a square with 26 dots'	31	852	RIGHT	2101
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	31	873	MIDDLE	1519
1	2	2	1	24	15	6	'Choose a square with 6 dots'	31	929	RIGHT	1197
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	31	1002	LEFT	742
3	2	2	2	44	35	26	'Choose a square with 44 dots'	31	1138	LEFT	1471
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	31	849	MIDDLE	2066
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	31	841	MIDDLE	1729
2	2	1	2	16	25	34	'Choose a square with 34 dots'	31	810	MIDDLE	1731
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	31	804	MIDDLE	1815
4	2	1	2	36	45	54	'Choose a square with 54 dots'	31	748	MIDDLE	2529
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	31	1116	MIDDLE	1947
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	31	964	LEFT	1705
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	31	978	RIGHT	968
4	2	2	2	54	45	36	'Choose a square with 54 dots'	31	1771	MIDDLE	1217
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	31	965	RIGHT	810
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	31	949	LEFT	769
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	31	894	LEFT	710
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	31	1074	RIGHT	681
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	31	801	MIDDLE	1226
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	31	934	LEFT	2187
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	31	819	RIGHT	1613
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	31	769	LEFT	1013
1	2	2	2	24	15	6	'Choose a square with 24 dots'	31	617	LEFT	1129
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	31	1185	MIDDLE	1132
3	2	1	2	26	35	44	'Choose a square with 44 dots'	31	1099	MIDDLE	1516
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	31	971	LEFT	623
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	31	913	LEFT	862
2	2	1	1	16	25	34	'Choose a square with 16 dots'	31	841	LEFT	1601
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	31	942	RIGHT	1308
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	31	884	RIGHT	1412
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	31	3107	RIGHT	1473
2	2	2	1	34	25	16	'Choose a square with 16 dots'	31	1508	RIGHT	1037
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	31	1152	LEFT	726
4	2	2	1	54	45	36	'Choose a square with 36 dots'	31	1189	MIDDLE	1651
1	2	1	2	6	15	24	'Choose a square with 24 dots'	31	857	RIGHT	953
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	31	1135	LEFT	685
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	31	844	RIGHT	877
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	31	988	RIGHT	1168
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	31	1253	RIGHT	838
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	31	1072	RIGHT	944
3	2	2	1	44	35	26	'Choose a square with 26 dots'	31	878	MIDDLE	1149
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	31	771	MIDDLE	1934
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	31	1025	LEFT	890
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	31	1009	LEFT	875
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	31	1099	LEFT	947
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	31	1064	RIGHT	1025
1	2	2	1	24	15	6	'Choose a square with 6 dots'	31	803	RIGHT	822
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	31	857	RIGHT	865
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	31	929	RIGHT	2359
4	2	1	1	36	45	54	'Choose a square with 36 dots'	31	874	LEFT	1225
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	31	963	LEFT	816
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	31	956	MIDDLE	1744
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	31	859	RIGHT	896
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	31	855	LEFT	895
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	31	878	RIGHT	798
2	2	2	2	34	25	16	'Choose a square with 34 dots'	31	922	LEFT	1094
3	2	1	1	26	35	44	'Choose a square with 26 dots'	31	798	LEFT	1889
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	31	883	RIGHT	883
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	31	883	LEFT	667
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	31	778	RIGHT	884
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	31	1093	LEFT	1781
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	31	957	MIDDLE	913
1	2	1	1	6	15	24	'Choose a square with 6 dots'	31	806	LEFT	705
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	31	927	LEFT	948
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	31	954	LEFT	943
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	31	1124	LEFT	2491
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	31	912	RIGHT	846
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	31	919	MIDDLE	3324
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	31	1419	RIGHT	838
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	31	872	LEFT	944
1	2	2	2	24	15	6	'Choose a square with 24 dots'	31	999	LEFT	994
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	31	853	LEFT	1014
3	2	1	2	26	35	44	'Choose a square with 44 dots'	31	922	RIGHT	1207
4	2	2	2	54	45	36	'Choose a square with 54 dots'	31	706	LEFT	1032
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	31	1051	MIDDLE	2500
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	31	993	RIGHT	796
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	31	927	RIGHT	1716
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	31	1038	RIGHT	927
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	31	1038	RIGHT	806
2	2	1	2	16	25	34	'Choose a square with 34 dots'	31	904	RIGHT	1319
3	2	2	2	44	35	26	'Choose a square with 44 dots'	31	793	LEFT	1242
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	31	687	LEFT	972
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	31	1040	LEFT	913
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	31	928	LEFT	997
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	31	842	RIGHT	1729
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	31	1052	RIGHT	933
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	31	835	LEFT	716
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	31	810	MIDDLE	1948
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	31	885	LEFT	900
4	2	1	2	36	45	54	'Choose a square with 54 dots'	31	787	RIGHT	822
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	31	857	MIDDLE	977
2	2	1	1	16	25	34	'Choose a square with 16 dots'	31	1029	LEFT	1263
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	31	816	MIDDLE	2626
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	31	1195	LEFT	1215
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	31	1788	RIGHT	850
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	31	787	RIGHT	1086
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	31	951	MIDDLE	1035
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	31	799	LEFT	824
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	31	762	LEFT	685
2	2	1	1	16	25	34	'Choose a square with 16 dots'	31	797	MIDDLE	1536
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	31	1184	LEFT	859
4	2	2	1	54	45	36	'Choose a square with 36 dots'	31	844	RIGHT	1197
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	31	881	LEFT	696
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	31	718	RIGHT	1612
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	31	770	LEFT	1365
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	31	1068	RIGHT	972
1	2	1	2	6	15	24	'Choose a square with 24 dots'	31	963	RIGHT	990
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	31	881	RIGHT	1289
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	31	825	LEFT	1051
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	31	805	RIGHT	902
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	31	957	LEFT	753
